scheme_id,scheme_name,category_name,fwd_return,fwd_alpha,hist_return,hist_volatility,hist_hit_rate,max_drawdown,max_tenure_years,num_managers,aum_percentile,ter,cohort,is_team
2164,Nippon India Pharma Fund,Sectoral/ Thematic,0.0245249641208617,-0.3352315288643401,1.2937658165371433,0.14817297823607634,0.6857142857142857,-0.07050805784133181,10.74880219028063,1.0,0.9398907103825137,1.23,2015,0
2166,Nippon India Power & Infra Fund,Sectoral/ Thematic,0.3030962617015135,-0.0566602312836883,0.36795434792956144,0.25690972516926985,0.42857142857142855,-0.2986846999631554,11.646817248459959,1.0,0.9540486835568803,1.23,2015,0
2168,Nippon India Quant Fund,Sectoral/ Thematic,0.3240817726412937,-0.03567472034390812,0.3246781854477868,0.139149852355513,0.4,-0.11265020796252063,0.0,0.0,0.5067064083457526,1.23,2015,0
2180,quant Infrastructure Fund,Sectoral/ Thematic,0.2463878549866651,-0.11336863799853669,0.4046188045447062,0.2618707389553344,0.37142857142857144,-0.308352544047423,8.347707049965777,2.0,0.3499751614505713,1.23,2015,1
2199,Tata Ethical Fund,Sectoral/ Thematic,0.2438553882241419,-0.11590110476105989,0.7757225278591197,0.1041373562220634,0.6285714285714286,-0.051744660882638426,0.0,0.0,0.8554396423248882,1.23,2015,0
2214,Tata Infrastructure Fund,Sectoral/ Thematic,0.2807205917442138,-0.07903590124098797,0.4834214169960408,0.20696906477457863,0.42857142857142855,-0.25140106810839324,1.995893223819302,1.0,0.9080973671137605,1.23,2015,0
2247,Nippon India Small Cap Fund,Small Cap Fund,0.4844433632655364,0.16784438869880214,1.7525935270998105,0.21383088871860667,0.5428571428571428,-0.1595710611868601,5.28952772073922,1.0,0.9530551415797317,1.23,2015,0
2249,quant Small Cap Fund,Small Cap Fund,0.1960738941820575,-0.12052508038467674,0.2971220589692331,0.018699410234568736,0.37142857142857144,-0.0074428510418305645,13.74674880219028,2.0,0.31395926477893693,1.23,2015,1
2259,Bandhan Value Fund,Value Fund,0.4620393770844364,0.08672802128953211,0.6986676062345274,0.15391363404831637,0.5142857142857142,-0.142502155751917,2.510609171800137,2.0,0.9629905613512171,1.23,2015,1
2273,Nippon India Value Fund,Value Fund,0.3439573763274791,-0.031353979467425186,0.653355209187859,0.17146992839031142,0.4857142857142857,-0.1983085987023641,0.0,0.0,0.9714356681569797,1.23,2015,0
2276,Tata Value Fund,Value Fund,0.5442861642213445,0.1689748084264402,0.7527245314676458,0.18480262485742083,0.5428571428571428,-0.18684112637710523,0.0,0.0,0.903378042722305,1.23,2015,0
4345,Kotak Contra Fund,Contra Fund,0.555718897728583,0.09332523968922518,0.46355045561930486,0.12352463650177295,0.4,-0.08634735305824599,0.0,0.0,0.6944858420268256,1.23,2015,0
4352,SBI CONTRA FUND,Contra Fund,0.2552387388738067,-0.20715491916555107,0.42991094986807377,0.1403703110081781,0.37142857142857144,-0.18047988126649075,4.583162217659138,1.0,0.9528067560854446,1.23,2015,0
4355,Aditya Birla Sun Life Dividend Yield Fund,Dividend Yield Fund,0.1951095999421254,-0.14217348880782532,0.4672540070056257,0.15541367971293635,0.6,-0.1819339772847893,1.9575633127994525,2.0,0.9500745156482862,1.23,2015,1
4357,Franklin India Dividend Yield Fund,Dividend Yield Fund,0.3686378064388501,0.03135471768889936,0.42804372763538623,0.13198007009435953,0.4,-0.09453918194736932,9.618069815195073,2.0,0.9451068057625435,1.23,2015,1
4370,UTI Dividend Yield Fund.,Dividend Yield Fund,0.3963595595934383,0.059076470843487605,0.35186260183758034,0.14335785153365893,0.42857142857142855,-0.1447501994572475,10.080766598220396,1.0,0.9485842026825634,1.23,2015,0
4372,Aditya Birla Sun Life ELSS Tax Saver Fund,ELSS,0.4571045576407507,0.04960104673362675,0.8966101694915254,0.14555024969559738,0.6857142857142857,-0.0940677966101695,9.248459958932239,1.0,0.9654744162940885,1.23,2015,0
4373,Axis ELSS Tax Saver Fund,ELSS,0.4475496496799234,0.040046138772799444,1.1545687794415107,0.1342861468305063,0.6571428571428571,-0.08318268701201931,4.7501711156741955,1.0,0.9885742672627919,1.23,2015,0
4379,CANARA ROBECO ELSS TAX SAVER,ELSS,0.3847986141186661,-0.02270489678845783,0.5475871313672919,0.14619232656001485,0.45714285714285713,-0.09919571045576407,3.290896646132786,1.0,0.940387481371088,1.23,2015,0
4380,DSP ELSS Tax Saver Fund,ELSS,0.4431727278321334,0.03566921692500946,0.709461947088834,0.14844907413924213,0.42857142857142855,-0.11392205333193078,0.459958932238193,1.0,0.9468455042225534,1.23,2015,0
4381,Edelweiss ELSS Tax Saver Fund,ELSS,0.2784913910904619,-0.12901211981666205,0.6730681298582535,0.1417359800204146,0.4857142857142857,-0.08916323731138547,2.3983572895277208,2.0,0.6482861400894188,1.23,2015,1
4382,Franklin India ELSS Tax Saver Fund,ELSS,0.3509773215200612,-0.05652618938706272,0.747512111002368,0.13674045245630762,0.5714285714285714,-0.11347953031172933,8.750171115674195,1.0,0.9612518628912071,1.23,2015,0
4385,HDFC ELSS Tax saver,ELSS,0.3567478730113867,-0.05075563789573723,0.5503805829654637,0.17405779594620033,0.37142857142857144,-0.15926463905479096,9.1088295687885,2.0,0.9875807252856433,1.23,2015,1
4386,HDFC Long Term Advantage,ELSS,0.5090070035445812,0.10150349263745723,0.5450901538502243,0.14139822349790135,0.42857142857142855,-0.11180268014234122,0.0,0.0,0.9490809736711376,1.23,2015,0
4388,ICICI Prudential ELSS Tax Saver Fund,ELSS,0.3645369347539465,-0.04296657615317745,0.7580028816638473,0.14925533968379168,0.4857142857142857,-0.11476539497588173,0.7091033538672142,1.0,0.9749130650769995,1.23,2015,0
4391,JM ELSS Tax Saver Fund,ELSS,0.4913874479306493,0.08388393702352537,0.6785527386905452,0.18022486416744699,0.4857142857142857,-0.13937919318149097,5.248459958932238,2.0,0.5543964232488823,1.23,2015,1
4392,Kotak ELSS Tax Saver Fund,ELSS,0.4398444280158143,0.03234091710869036,0.5107560821638423,0.1640990932227076,0.3142857142857143,-0.20555528577672025,0.35044490075290896,1.0,0.8825136612021858,1.23,2015,0
4394,LIC MF ELSS Tax Saver,ELSS,0.4472775213685962,0.039774010461472276,0.563223286719702,0.13331490695065812,0.45714285714285713,-0.09139460819648497,0.8240930869267625,1.0,0.617237953303527,1.23,2015,0
4417,Quantum ELSS Tax Saver Fund,ELSS,0.3817245817245817,-0.025778929182542265,0.5621230398069963,0.13786778083005408,0.4166666666666667,-0.10173541740118307,7.019849418206707,1.0,0.563338301043219,1.23,2015,0
4420,SBI ELSS Tax Saver FUND,ELSS,0.2706077421942903,-0.13689576871283365,0.6747909823828009,0.14365043690205123,0.4857142857142857,-0.1108017318602568,8.210814510609172,1.0,0.9696969696969697,1.23,2015,0
4429,Taurus ELSS Tax Saver Fund,ELSS,0.4579318013343217,0.050428290427197764,0.3800511508951408,0.15548097920184664,0.3142857142857143,-0.18491048593350384,0.0,0.0,0.5998509687034277,1.23,2015,0
4433,UTI ELSS Tax Saver Fund,ELSS,0.3224735024952131,-0.08503000841191083,0.5623667641079877,0.137796205337264,0.42857142857142855,-0.0888019428590273,1.5797399041752225,1.0,0.9254843517138599,1.23,2015,0
4437,Aditya Birla Sun Life Flexi Cap Fund,Flexi Cap Fund,0.5225437553797598,0.1426336808498342,0.7599278629395853,0.16577481964849022,0.5714285714285714,-0.13558160504959424,3.241615331964408,1.0,0.9682066567312468,1.23,2015,0
4444,CANARA ROBECO FLEXICAP FUND,Flexi Cap Fund,0.3889480408858603,0.009037966355934679,0.46772933270823575,0.14750436871743638,0.4,-0.09517112048757619,0.0,0.0,0.9234972677595629,1.23,2015,0
4448,DSP Flexi Cap Fund,Flexi Cap Fund,0.3777197563098346,-0.0021903182200910254,0.559023066485753,0.17647171033020964,0.42857142857142855,-0.1655924920850294,0.459958932238193,2.0,0.9719324391455539,1.23,2015,1
4450,Franklin India Flexi Cap Fund,Flexi Cap Fund,0.3542905158055731,-0.025619558724352565,0.7459984899077057,0.13842411429486215,0.5142857142857142,-0.12320383432130262,4.911704312114989,3.0,0.9848484848484849,1.23,2015,1
4451,HDFC Flexi Cap Fund,Flexi Cap Fund,0.4539455589220922,0.07403548439216656,0.5157638803192465,0.18103109652303542,0.42857142857142855,-0.18826939175735666,12.531143052703628,1.0,0.9992548435171386,1.23,2015,0
4453,HSBC Flexi Cap Fund,Flexi Cap Fund,0.3533763110512333,-0.02653376347869235,0.6705746866528712,0.1545412847428192,0.5428571428571428,-0.12058770170036995,2.595482546201232,1.0,0.9143070044709389,1.23,2015,0
4458,JM Flexicap Fund,Flexi Cap Fund,0.5147906007201061,0.13488052619018043,0.5848274619335078,0.18535562318489898,0.5428571428571428,-0.15457849055470463,6.910335386721424,1.0,0.7983109786388475,1.23,2015,0
4459,Kotak Flexicap Fund,Flexi Cap Fund,0.5071950125966096,0.12728493806668395,0.769742310889443,0.14984077947387067,0.6285714285714286,-0.08660167762412152,0.0,0.0,0.9674615002483855,1.23,2015,0
4461,LIC MF Flexi Cap Fund,Flexi Cap Fund,0.2160402115020563,-0.16386986302786935,0.3843253774611333,0.14794177064978742,0.37142857142857144,-0.12485405800087475,0.8240930869267625,1.0,0.8912071535022354,1.23,2015,0
4478,Parag Parikh Flexi Cap Fund,Flexi Cap Fund,0.3534478878311165,-0.02646218669880912,0.7745871358108513,0.11068731586590116,0.45161290322580644,-0.061616032381129615,2.6036960985626285,3.0,0.9247391952309985,1.23,2015,1
4481,SBI Flexicap Fund,Flexi Cap Fund,0.4165604983870214,0.03665042385709577,0.8155119363395229,0.14142237131258933,0.5714285714285714,-0.1309814323607427,0.0,0.0,0.8733233979135618,1.23,2015,0
4492,Taurus Flexi Cap Fund,Flexi Cap Fund,0.237346328497065,-0.14256374603286065,0.41012025612993913,0.1642600375369083,0.3142857142857143,-0.1708574105887865,0.0,0.0,0.8387978142076503,1.23,2015,0
4498,UTI Flexi Cap Fund,Flexi Cap Fund,0.3818768044671468,0.0019667299372211344,0.5900342250339333,0.1378565008739708,0.5428571428571428,-0.09359466902926075,8.750171115674195,1.0,0.9843517138599106,1.23,2015,0
4501,Aditya Birla Sun Life Focused Fund,Focused Fund,0.3870449356507403,-0.00712413926083405,0.6450319017236453,0.15026540934304208,0.5714285714285714,-0.09424245309970479,5.423682409308693,1.0,0.9567809239940388,1.23,2015,0
4502,Axis Focused Fund,Focused Fund,0.5826468973091709,0.18847782239759653,0.5112033195020746,0.13675733938370993,0.45714285714285713,-0.1078838174273859,2.327173169062286,1.0,0.8715846994535519,1.23,2015,0
4508,DSP Focused Fund,Focused Fund,0.3248851944428297,-0.06928388046874462,0.5505182514646239,0.15487734558410712,0.4857142857142857,-0.16313654799459215,2.751540041067762,2.0,0.9031296572280179,1.23,2015,1
4510,Franklin India Focused Equity Fund,Focused Fund,0.3628687164536044,-0.03130035845796991,1.0130497106074536,0.16175127912373172,0.6857142857142857,-0.12011142965326986,3.477070499657769,3.0,0.9744162940884252,1.23,2015,1
4511,HDFC Focused Fund,Focused Fund,0.2515302310052624,-0.14263884390631193,0.5810522082296455,0.20640941631956164,0.45714285714285713,-0.23173214689691576,1.5085557837097878,1.0,0.8725782414307004,1.23,2015,0
4513,ICICI Prudential Focused Equity Fund,Focused Fund,0.3763440860215054,-0.01782498889006895,0.44653272845106934,0.14330283253778706,0.45714285714285713,-0.10321007720438846,1.6919917864476386,2.0,0.9207650273224044,1.23,2015,1
4518,JM Focused Fund,Focused Fund,0.5686599934304929,0.17449091851891857,0.4801177072671443,0.22182053499253127,0.4,-0.2448055271238485,6.844626967830253,2.0,0.5536512667660208,1.23,2015,1
4526,Motilal Oswal Focused Fund,Focused Fund,0.3563503490665344,-0.037818725845039924,0.6866282332534056,0.13268844426560603,0.6129032258064516,-0.0813325850721902,2.650239561943874,2.0,0.862394436164928,1.23,2015,1
4534,SBI FOCUSED FUND,Focused Fund,0.4636751688110995,0.06950609389952517,0.576015883520847,0.14666545411026788,0.45714285714285713,-0.20490403706154864,6.666666666666667,1.0,0.9508196721311475,1.23,2015,0
4546,Aditya Birla Sun Life Large & Mid Cap Fund,Large & Mid Cap Fund,0.3756733099919203,-0.03502530008121618,0.8501401432575523,0.1684703269962007,0.4857142857142857,-0.11772033634381812,4.205338809034908,1.0,0.9100844510680576,1.23,2015,0
4553,CANARA ROBECO LARGE AND MID CAP FUND,Large & Mid Cap Fund,0.4676794295458069,0.05698081947267042,1.399925595238095,0.2047504110202798,0.6,-0.18266369047619047,0.0,0.0,0.8991554893194238,1.23,2015,0
4556,DSP Large & Mid Cap Fund,Large & Mid Cap Fund,0.4579575210939773,0.047258911020840844,0.6547362431749295,0.1395417246860163,0.42857142857142855,-0.09899224212449803,0.5831622176591376,1.0,0.9339294585196225,1.23,2015,0
4559,Franklin India Large & Mid Cap Fund,Large & Mid Cap Fund,0.3264796363618635,-0.08421897371127296,0.7017015992765508,0.14719741607666087,0.5714285714285714,-0.1411942997945249,0.0,0.0,0.9741679085941382,1.23,2015,0
4564,ICICI Prudential Large & Mid Cap Fund,Large & Mid Cap Fund,0.3880335461259231,-0.02266506394721335,0.5124952669443393,0.13961420689536191,0.4,-0.11190429495979604,3.912388774811773,2.0,0.9600099354197715,1.23,2015,1
4570,Kotak Large & Midcap Fund,Large & Mid Cap Fund,0.4505589822667695,0.03986037219363303,0.6611566940164101,0.14105247198431367,0.5142857142857142,-0.0821092655593356,3.405886379192334,1.0,0.9284649776453056,1.23,2015,0
4573,Mirae Asset Large & Midcap Fund,Large & Mid Cap Fund,0.6175645171130498,0.20686590703991337,1.3758515726916942,0.15642370341585365,0.7714285714285715,-0.1419770981301638,5.478439425051334,1.0,0.9334326875310481,1.23,2015,0
4590,SBI LARGE & MIDCAP FUND,Large & Mid Cap Fund,0.3632345124885763,-0.04746409758456016,0.8512680412371134,0.13894975502769172,0.6571428571428571,-0.1054799541809851,0.0,0.0,0.9279682066567313,1.23,2015,0
4592,Sundaram Large and Midcap Fund,Large & Mid Cap Fund,0.5074305564579354,0.09673194638479898,0.5742027424160809,0.1502080963655804,0.4,-0.16497453275966698,0.0,0.0,0.7198211624441133,1.23,2015,0
4600,UTI Large & Mid Cap Fund,Large & Mid Cap Fund,0.3079843049844034,-0.10271430508873308,0.5263299258496593,0.13098199577217046,0.34285714285714286,-0.07614162975067343,6.264202600958248,1.0,0.9381520119225037,1.23,2015,0
4602,Aditya Birla Sun Life Large Cap Fund,Large Cap Fund,0.4039796106368605,0.019645328233530324,0.6064522494080504,0.14424950015955645,0.6571428571428571,-0.08997632202052092,10.119096509240247,1.0,0.9965226030799801,1.23,2015,0
4603,Axis Large Cap Fund,Large Cap Fund,0.4708269913749366,0.08649270897160644,0.5985401459854012,0.13665221381948023,0.6571428571428571,-0.07888631090487239,2.518822724161533,1.0,0.9615002483854943,1.23,2015,0
4608,CANARA ROBECO LARGE CAP FUND,Large Cap Fund,0.4297235023041475,0.045389219900817346,0.4382767191383597,0.13317113608429276,0.3142857142857143,-0.06670252824098978,3.290896646132786,1.0,0.726775956284153,1.23,2015,0
4611,DSP Large Cap Fund,Large Cap Fund,0.3178419492071677,-0.06649233319616249,0.3859457914202502,0.157739440908581,0.3142857142857143,-0.1125891118297629,0.0,0.0,0.9783904619970194,1.23,2015,0
4612,Edelweiss Large Cap Fund,Large Cap Fund,0.3997608609007573,0.015426578497427124,0.5516388373531231,0.135699343135581,0.5428571428571428,-0.0924170616113744,0.7501711156741958,2.0,0.7113760556383507,1.23,2015,1
4615,Franklin India Large Cap Fund,Large Cap Fund,0.3306332775716198,-0.053701004831710364,0.46289319843213383,0.14118290342035297,0.4857142857142857,-0.12439824066398289,22.080766598220396,4.0,0.9913065076999503,1.23,2015,1
4625,HDFC Large Cap Fund,Large Cap Fund,0.4661503190276329,0.0818160366243027,0.42621362582609607,0.1748273889876089,0.4857142857142857,-0.1648212864606761,12.53388090349076,2.0,0.99826130153999,1.23,2015,1
4626,HSBC Large Cap Fund,Large Cap Fund,0.395024925047938,0.01069064264460784,0.35881124842585255,0.1436176421407016,0.45714285714285713,-0.12084734886800094,2.595482546201232,1.0,0.9282165921510184,1.23,2015,0
4628,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund),Large Cap Fund,0.4602253328781154,0.07589105047478523,0.5596379126730567,0.13387109170436393,0.5142857142857142,-0.0637746843638718,0.0,0.0,0.996274217585693,1.23,2015,0
4634,JM Large Cap Fund,Large Cap Fund,0.2891041675184069,-0.09523011488492328,0.4889418301250393,0.1562698540281727,0.4857142857142857,-0.11807463607511752,8.082135523613964,2.0,0.5486835568802781,1.23,2015,1
4637,Kotak Large Cap Fund,Large Cap Fund,0.3525155896505392,-0.03181869275279098,0.5265686085447309,0.15112190628414904,0.6285714285714286,-0.1368314019740187,0.0,0.0,0.9160457029309488,1.23,2015,0
4640,LIC MF Large Cap Fund,Large Cap Fund,0.3496637944918666,-0.0346704879114636,0.47669622219414504,0.13000859967507525,0.5428571428571428,-0.08813889363726227,0.8240930869267625,1.0,0.7394436164927968,1.23,2015,0
4642,Mirae Asset Large Cap Fund,Large Cap Fund,0.5237622869510326,0.13942800454770238,0.7589488711468304,0.14078681544127084,0.7428571428571429,-0.10151747475281553,7.808350444900753,2.0,0.9456035767511177,1.23,2015,1
4653,SBI Large Cap FUND,Large Cap Fund,0.3543859165794259,-0.029948365823904255,0.7192658377738307,0.12881039931500732,0.6,-0.10712847838957963,0.0,0.0,0.9533035270740189,1.23,2015,0
4663,Taurus Large Cap Fund,Large Cap Fund,0.1926693227091633,-0.1916649596941669,0.41042930995729376,0.1547015414318843,0.4,-0.19217801753202968,0.0,0.0,0.5012419274714357,1.23,2015,0
